,Brand,Name,Img_Url,Price
918,T-Classic,TissotT-Classic,https://cdn1.ethoswatches.com/pub/media/catalog/product/cache/55520dddd3cf2fe36aaa75a9ebd883d7/t/i/tissot-t-classic-t086-407-11-061-00.jpg,"52,000"
919,Carrera,TAG HeuerCarrera,https://cdn1.ethoswatches.com/pub/media/catalog/product/cache/55520dddd3cf2fe36aaa75a9ebd883d7/t/a/tag-heuer-carrera-car5a8y-ft6072.jpg,"13,92,000"
920,Diamaster,RadoDiamaster,https://cdn1.ethoswatches.com/pub/media/catalog/product/cache/55520dddd3cf2fe36aaa75a9ebd883d7/r/a/rado-diamaster-r14053206.jpg,"1,81,200"
921,Diamaster,RadoDiamaster,https://cdn1.ethoswatches.com/pub/media/catalog/product/cache/55520dddd3cf2fe36aaa75a9ebd883d7/r/a/rado-diamaster-r14053106.jpg,"1,81,200"
922,Original,RadoOriginal,https://cdn1.ethoswatches.com/pub/media/catalog/product/cache/55520dddd3cf2fe36aaa75a9ebd883d7/r/a/rado-new-original-r12995153.jpg,"1,08,600"
923,Coupole Classic,RadoCoupole Classic,https://cdn1.ethoswatches.com/pub/media/catalog/product/cache/55520dddd3cf2fe36aaa75a9ebd883d7/r/a/rado-coupole-r22880013.jpg,"1,37,600"
924,Original,RadoOriginal,https://cdn1.ethoswatches.com/pub/media/catalog/product/cache/55520dddd3cf2fe36aaa75a9ebd883d7/r/a/rado-new-original-r12995203.jpg,"1,08,600"
925,TRUE,RadoTRUE,https://cdn1.ethoswatches.com/pub/media/catalog/product/cache/55520dddd3cf2fe36aaa75a9ebd883d7/r/a/rado-true-r27057712.jpg,"1,52,200"
926,Centrix,RadoCentrix,https://cdn1.ethoswatches.com/pub/media/catalog/product/cache/55520dddd3cf2fe36aaa75a9ebd883d7/r/a/rado-centrix-r30002113.jpg,"1,37,600"
927,Coupole Classic,RadoCoupole Classic,https://cdn1.ethoswatches.com/pub/media/catalog/product/cache/55520dddd3cf2fe36aaa75a9ebd883d7/r/a/rado-coupole-r22880103.jpg,"1,37,600"
928,Coupole,RadoCoupole,https://cdn1.ethoswatches.com/pub/media/catalog/product/cache/55520dddd3cf2fe36aaa75a9ebd883d7/r/a/rado-coupole-r22880205.jpg,"1,34,100"
929,Heritage,TissotHeritage,https://cdn1.ethoswatches.com/pub/media/catalog/product/cache/55520dddd3cf2fe36aaa75a9ebd883d7/t/i/tissot-heritage-t117-509-36-052-00.jpg,"33,500"
930,Horological Smartwatch,Frederique ConstantHorological Smartwatch,https://cdn1.ethoswatches.com/pub/media/catalog/product/cache/55520dddd3cf2fe36aaa75a9ebd883d7/f/r/frederique-constant-horological-smartwatch-fc-282ab5b6.jpg,"66,700"
931,Outdoor,CasioOutdoor,https://cdn1.ethoswatches.com/pub/media/catalog/product/cache/55520dddd3cf2fe36aaa75a9ebd883d7/c/a/casio-outdoor-wsd-f10bk.jpg,"24,995"
932,Classic,Calvin KleinClassic,https://cdn1.ethoswatches.com/pub/media/catalog/product/cache/55520dddd3cf2fe36aaa75a9ebd883d7/c/a/calvin-klein-classic-k4d21146.jpg,"14,350"
933,Classic,Calvin KleinClassic,https://cdn1.ethoswatches.com/pub/media/catalog/product/cache/55520dddd3cf2fe36aaa75a9ebd883d7/c/a/calvin-klein-classic-k4d2114v.jpg,"14,350"
934,Polaris,Jaeger-LeCoultrePolaris,https://cdn1.ethoswatches.com/pub/media/catalog/product/cache/55520dddd3cf2fe36aaa75a9ebd883d7/j/a/jaeger-lecoultre-polaris-q9008470.jpg,"5,35,000"
935,Hydroconquest,LonginesHydroconquest,https://cdn1.ethoswatches.com/pub/media/catalog/product/cache/55520dddd3cf2fe36aaa75a9ebd883d7/l/o/longines-sport-l3-740-3-58-7.jpg,"76,700"
936,Form and Style,MeistersingerForm and Style,https://cdn1.ethoswatches.com/pub/media/catalog/product/cache/55520dddd3cf2fe36aaa75a9ebd883d7/m/e/meistersinger-form-and-style-ne917g.jpg,"99,600"
937,Integral,RadoIntegral,https://cdn1.ethoswatches.com/pub/media/catalog/product/cache/55520dddd3cf2fe36aaa75a9ebd883d7/r/a/rado-integral-r20219722.jpg,"1,73,900"
938,T-Classic,TissotT-Classic,https://cdn1.ethoswatches.com/pub/media/catalog/product/cache/55520dddd3cf2fe36aaa75a9ebd883d7/t/i/tissot-t-classic-t099-429-16-058-00.jpg,"62,000"
939,Coupole Classic,RadoCoupole Classic,https://cdn1.ethoswatches.com/pub/media/catalog/product/cache/55520dddd3cf2fe36aaa75a9ebd883d7/r/a/rado-coupole-r22881165.jpg,"1,37,600"
940,Diamaster,RadoDiamaster,https://cdn1.ethoswatches.com/pub/media/catalog/product/cache/55520dddd3cf2fe36aaa75a9ebd883d7/r/a/rado-diamaster-r14053016.jpg,"1,81,200"
941,Coupole,RadoCoupole,https://cdn1.ethoswatches.com/pub/media/catalog/product/cache/55520dddd3cf2fe36aaa75a9ebd883d7/r/a/rado-coupole-r22881025.jpg,"1,37,600"
942,Heritage,TissotHeritage,https://cdn1.ethoswatches.com/pub/media/catalog/product/cache/55520dddd3cf2fe36aaa75a9ebd883d7/t/i/tissot-heritage-t119-405-16-037-01.jpg,"73,000"
943,Classic,MeistersingerClassic,https://cdn1.ethoswatches.com/pub/media/catalog/product/cache/55520dddd3cf2fe36aaa75a9ebd883d7/m/e/meistersinger-black-line-am902bl.jpg,"1,77,400"
944,Superocean Heritage,BreitlingSuperocean Heritage,https://cdn1.ethoswatches.com/pub/media/catalog/product/cache/55520dddd3cf2fe36aaa75a9ebd883d7/b/r/breitling-superocean-heritage-ab2010161c1a1.jpg,"3,44,250"
945,The Longines Master Collection,LonginesThe Longines Master Collection,https://cdn1.ethoswatches.com/pub/media/catalog/product/cache/55520dddd3cf2fe36aaa75a9ebd883d7/l/o/longines-watchmaking-tradition-l2-793-4-92-2.jpg,"1,37,300"
946,Hyperchrome,RadoHyperchrome,https://cdn1.ethoswatches.com/pub/media/catalog/product/cache/55520dddd3cf2fe36aaa75a9ebd883d7/r/a/rado-hyperchrome-r32503165.jpg,"3,11,600"
947,Centrix,RadoCentrix,https://cdn1.ethoswatches.com/pub/media/catalog/product/cache/55520dddd3cf2fe36aaa75a9ebd883d7/r/a/rado-centrix-r30002162.jpg,"1,52,200"
948,True Thinline,RadoTrue Thinline,https://cdn1.ethoswatches.com/pub/media/catalog/product/cache/55520dddd3cf2fe36aaa75a9ebd883d7/r/a/rado-true-thinline-r27011312.jpg,"1,52,200"
949,True Thinline,RadoTrue Thinline,https://cdn1.ethoswatches.com/pub/media/catalog/product/cache/55520dddd3cf2fe36aaa75a9ebd883d7/r/a/rado-true-thinline-r27010102.jpg,"1,59,400"
950,TRUE,RadoTRUE,https://cdn1.ethoswatches.com/pub/media/catalog/product/cache/55520dddd3cf2fe36aaa75a9ebd883d7/r/a/rado-true-r27239712.jpg,"1,30,500"
951,Originals,SwatchOriginals,https://cdn1.ethoswatches.com/pub/media/catalog/product/cache/55520dddd3cf2fe36aaa75a9ebd883d7/s/w/swatch-originals-suob156.jpg,"4,900"
952,Alliance,VictorinoxAlliance,https://cdn1.ethoswatches.com/pub/media/catalog/product/cache/55520dddd3cf2fe36aaa75a9ebd883d7/v/i/victorinox-alliance-241803.jpg,"33,000"
953,Alliance,VictorinoxAlliance,https://cdn1.ethoswatches.com/pub/media/catalog/product/cache/55520dddd3cf2fe36aaa75a9ebd883d7/v/i/victorinox-alliance-241802.jpg,"29,700"
954,Luigi,Emporio ArmaniLuigi,https://cdn1.ethoswatches.com/pub/media/catalog/product/cache/55520dddd3cf2fe36aaa75a9ebd883d7/e/m/emporio-armani-luigi-ar11156.jpg,"14,495"
955,Renato,Emporio ArmaniRenato,https://cdn1.ethoswatches.com/pub/media/catalog/product/cache/55520dddd3cf2fe36aaa75a9ebd883d7/e/m/emporio-armani-renato-ar11165.jpg,"27,995"
956,Diving,OrisDiving,https://cdn1.ethoswatches.com/pub/media/catalog/product/cache/55520dddd3cf2fe36aaa75a9ebd883d7/o/r/oris-diving-01-733-7730-4125-set-rs.jpg,"1,80,300"
957,Diving,OrisDiving,https://cdn1.ethoswatches.com/pub/media/catalog/product/cache/55520dddd3cf2fe36aaa75a9ebd883d7/o/r/oris-diving-01-733-7730-4152-07-5-24-12eb.jpg,"1,50,500"
958,Diving,OrisDiving,https://cdn1.ethoswatches.com/pub/media/catalog/product/cache/55520dddd3cf2fe36aaa75a9ebd883d7/o/r/oris-diving-01-733-7732-4135-07-5-21-10fc.jpg,"1,50,500"
959,Aviation,OrisAviation,https://cdn1.ethoswatches.com/pub/media/catalog/product/cache/55520dddd3cf2fe36aaa75a9ebd883d7/o/r/oris-aviation-01-910-7745-4084-set-ls.jpg,"4,84,600"
960,Conquest,LonginesConquest,https://cdn1.ethoswatches.com/pub/media/catalog/product/cache/55520dddd3cf2fe36aaa75a9ebd883d7/l/o/longines-sport-l3-717-4-96-6.jpg,"1,13,200"
961,T-Classic,TissotT-Classic,https://cdn1.ethoswatches.com/pub/media/catalog/product/cache/55520dddd3cf2fe36aaa75a9ebd883d7/t/i/tissot-t-classic-t101-417-11-041-00.jpg,"26,500"
962,Presage,SeikoPresage,https://cdn1.ethoswatches.com/pub/media/catalog/product/cache/55520dddd3cf2fe36aaa75a9ebd883d7/s/e/seiko-presage-spb073j1.jpg,"1,25,000"
963,Conquest,LonginesConquest,https://cdn1.ethoswatches.com/pub/media/catalog/product/cache/55520dddd3cf2fe36aaa75a9ebd883d7/l/o/longines-sport-l3-717-4-76-6.jpg,"1,13,200"
964,Flagship,LonginesFlagship,https://cdn1.ethoswatches.com/pub/media/catalog/product/cache/55520dddd3cf2fe36aaa75a9ebd883d7/l/o/longines-elegance-l4-899-3-91-7.jpg,"1,29,300"
965,Conquest V.H.P.,LonginesConquest V.H.P.,https://cdn1.ethoswatches.com/pub/media/catalog/product/cache/55520dddd3cf2fe36aaa75a9ebd883d7/l/o/longines-sport-l3-726-2-76-9.jpg,"94,200"
966,Conquest,LonginesConquest,https://cdn1.ethoswatches.com/pub/media/catalog/product/cache/55520dddd3cf2fe36aaa75a9ebd883d7/l/o/longines-sport-l3-717-2-56-6.jpg,"1,35,100"
967,Conquest V.H.P.,LonginesConquest V.H.P.,https://cdn1.ethoswatches.com/pub/media/catalog/product/cache/55520dddd3cf2fe36aaa75a9ebd883d7/l/o/longines-sport-l3-717-2-76-6.jpg,"1,35,100"
968,Tango,Raymond WeilTango,https://cdn1.ethoswatches.com/pub/media/catalog/product/cache/55520dddd3cf2fe36aaa75a9ebd883d7/r/a/raymond-weil-tango-8260-st1-20001.jpg,"92,100"
969,Classic R Gent,BalmainClassic R Gent,https://cdn1.ethoswatches.com/pub/media/catalog/product/cache/55520dddd3cf2fe36aaa75a9ebd883d7/b/a/balmain-balmain-classica-gent-b1429-72-92.jpg,"33,400"
970,Balmain Classica Gent,BalmainBalmain Classica Gent,https://cdn1.ethoswatches.com/pub/media/catalog/product/cache/55520dddd3cf2fe36aaa75a9ebd883d7/b/a/balmain-balmain-classica-gent-b1421-33-92.jpg,"29,600"
971,Balmain Classica Gent,BalmainBalmain Classica Gent,https://cdn1.ethoswatches.com/pub/media/catalog/product/cache/55520dddd3cf2fe36aaa75a9ebd883d7/b/a/balmain-balmain-classica-gent-b1429-32-22.jpg,"33,400"
972,Coutura,SeikoCoutura,https://cdn1.ethoswatches.com/pub/media/catalog/product/cache/55520dddd3cf2fe36aaa75a9ebd883d7/s/e/seiko-coutura-ssc572p1.jpg,"44,500"
973,Prospex,SeikoProspex,https://cdn1.ethoswatches.com/pub/media/catalog/product/cache/55520dddd3cf2fe36aaa75a9ebd883d7/s/e/seiko-prospex-sne498p1.jpg,"35,500"
974,Coutura,SeikoCoutura,https://cdn1.ethoswatches.com/pub/media/catalog/product/cache/55520dddd3cf2fe36aaa75a9ebd883d7/s/e/seiko-coutura-ssc628p9.jpg,"35,500"
975,Classic Plus,MeistersingerClassic Plus,https://cdn1.ethoswatches.com/pub/media/catalog/product/cache/55520dddd3cf2fe36aaa75a9ebd883d7/m/e/meistersinger-classic-plus-ls901.jpg,"3,26,100"
976,Form and Style,MeistersingerForm and Style,https://cdn1.ethoswatches.com/pub/media/catalog/product/cache/55520dddd3cf2fe36aaa75a9ebd883d7/m/e/meistersinger-form-and-style-nq901n.jpg,"59,500"
977,Classic Plus,MeistersingerClassic Plus,https://cdn1.ethoswatches.com/pub/media/catalog/product/cache/55520dddd3cf2fe36aaa75a9ebd883d7/m/e/meistersinger-classic-plus-me902.jpg,"1,47,600"
978,T-Classic,TissotT-Classic,https://cdn1.ethoswatches.com/pub/media/catalog/product/cache/55520dddd3cf2fe36aaa75a9ebd883d7/t/i/tissot-t-classic-t063-409-36-018-00.jpg,"26,500"
979,Hagen,SkagenHagen,https://cdn1.ethoswatches.com/pub/media/catalog/product/cache/55520dddd3cf2fe36aaa75a9ebd883d7/s/k/skagen-hagen-skw6471.jpg,"11,995"
980,Alliance,VictorinoxAlliance,https://cdn1.ethoswatches.com/pub/media/catalog/product/cache/55520dddd3cf2fe36aaa75a9ebd883d7/v/i/victorinox-alliance-241747.jpg,"44,300"
981,I.N.O.X.,VictorinoxI.N.O.X.,https://cdn1.ethoswatches.com/pub/media/catalog/product/cache/55520dddd3cf2fe36aaa75a9ebd883d7/v/i/victorinox-i-n-o-x-241734.jpg,"41,500"
982,Maverick,VictorinoxMaverick,https://cdn1.ethoswatches.com/pub/media/catalog/product/cache/55520dddd3cf2fe36aaa75a9ebd883d7/v/i/victorinox-maverick-241786.jpg,"40,400"
983,Maverick,VictorinoxMaverick,https://cdn1.ethoswatches.com/pub/media/catalog/product/cache/55520dddd3cf2fe36aaa75a9ebd883d7/v/i/victorinox-maverick-241789.jpg,"34,500"
984,Alliance,VictorinoxAlliance,https://cdn1.ethoswatches.com/pub/media/catalog/product/cache/55520dddd3cf2fe36aaa75a9ebd883d7/v/i/victorinox-alliance-241745.jpg,"40,950"
985,T-Sport,TissotT-Sport,https://cdn1.ethoswatches.com/pub/media/catalog/product/cache/55520dddd3cf2fe36aaa75a9ebd883d7/t/i/tissot-t-sport-t116-617-16-047-01.jpg,"28,500"
986,Admiral,CorumAdmiral,https://cdn1.ethoswatches.com/pub/media/catalog/product/cache/55520dddd3cf2fe36aaa75a9ebd883d7/c/o/corum-admiral-s-cup-a082-03688.jpg,"9,18,000"
987,Chronomat,BreitlingChronomat,https://cdn1.ethoswatches.com/pub/media/catalog/product/cache/55520dddd3cf2fe36aaa75a9ebd883d7/b/r/breitling-chronomat-a17388101c1x1.jpg,"2,15,180"
988,Grant,FossilGrant,https://cdn1.ethoswatches.com/pub/media/catalog/product/cache/55520dddd3cf2fe36aaa75a9ebd883d7/f/o/fossil-grant-fs4813.jpg,"7,995"
989,Machine,FossilMachine,https://cdn1.ethoswatches.com/pub/media/catalog/product/cache/55520dddd3cf2fe36aaa75a9ebd883d7/f/o/fossil-machine-chrono-fs4552.jpg,"11,295"
990,Decker,FossilDecker,https://cdn1.ethoswatches.com/pub/media/catalog/product/cache/55520dddd3cf2fe36aaa75a9ebd883d7/f/o/fossil-decker-ch2600.jpg,"7,995"
991,Grant,FossilGrant,https://cdn1.ethoswatches.com/pub/media/catalog/product/cache/55520dddd3cf2fe36aaa75a9ebd883d7/f/o/fossil-grant-fs4835.jpg,"10,995"
992,Grant,FossilGrant,https://cdn1.ethoswatches.com/pub/media/catalog/product/cache/55520dddd3cf2fe36aaa75a9ebd883d7/f/o/fossil-grant-fs4736.jpg,"9,795"
993,Machine,FossilMachine,https://cdn1.ethoswatches.com/pub/media/catalog/product/cache/55520dddd3cf2fe36aaa75a9ebd883d7/f/o/fossil-machine-fs4931.jpg,"12,495"
994,Machine,FossilMachine,https://cdn1.ethoswatches.com/pub/media/catalog/product/cache/55520dddd3cf2fe36aaa75a9ebd883d7/f/o/fossil-fs4682.jpg,"10,995"
995,Dean,FossilDean,https://cdn1.ethoswatches.com/pub/media/catalog/product/cache/55520dddd3cf2fe36aaa75a9ebd883d7/f/o/fossil-dean-fs4721.jpg,"10,795"
996,Minimalist 3H,FossilMinimalist 3H,https://cdn1.ethoswatches.com/pub/media/catalog/product/cache/55520dddd3cf2fe36aaa75a9ebd883d7/f/o/fossil-minimalist-3h-fs5308.jpg,"9,995"
997,Grant,FossilGrant,https://cdn1.ethoswatches.com/pub/media/catalog/product/cache/55520dddd3cf2fe36aaa75a9ebd883d7/f/o/fossil-grant-fs4735.jpg,"7,995"
998,Grant,FossilGrant,https://cdn1.ethoswatches.com/pub/media/catalog/product/cache/55520dddd3cf2fe36aaa75a9ebd883d7/f/o/fossil-grant-fs4991.jpg,"10,995"
999,Machine,FossilMachine,https://cdn1.ethoswatches.com/pub/media/catalog/product/cache/55520dddd3cf2fe36aaa75a9ebd883d7/f/o/fossil-mens-fs4487i.jpg,"9,495"
1000,Lexington,Michael KorsLexington,https://cdn1.ethoswatches.com/pub/media/catalog/product/cache/55520dddd3cf2fe36aaa75a9ebd883d7/m/i/michael-kors-lexington-mk8603.jpg,"19,995"
1001,Lexington,Michael KorsLexington,https://cdn1.ethoswatches.com/pub/media/catalog/product/cache/55520dddd3cf2fe36aaa75a9ebd883d7/m/i/michael-kors-lexington-mk8344_2.jpg,"18,995"
1002,Dylan,Michael KorsDylan,https://cdn1.ethoswatches.com/pub/media/catalog/product/cache/55520dddd3cf2fe36aaa75a9ebd883d7/m/i/michael-kors-dylan-mk8184.jpg,"16,795"
1003,Lexington,Michael KorsLexington,https://cdn1.ethoswatches.com/pub/media/catalog/product/cache/55520dddd3cf2fe36aaa75a9ebd883d7/m/i/michael-kors-lexington-mk8603i.jpg,"19,995"
1004,Dylan,Michael KorsDylan,https://cdn1.ethoswatches.com/pub/media/catalog/product/cache/55520dddd3cf2fe36aaa75a9ebd883d7/m/i/michael-kors-dylan-mk8295i.jpg,"16,795"
1005,Hyperchrome,RadoHyperchrome,https://cdn1.ethoswatches.com/pub/media/catalog/product/cache/55520dddd3cf2fe36aaa75a9ebd883d7/r/a/rado-hyperchrome-r32502155.jpg,"72,500"
1006,Hyperchrome,RadoHyperchrome,https://cdn1.ethoswatches.com/pub/media/catalog/product/cache/55520dddd3cf2fe36aaa75a9ebd883d7/r/a/rado-hyperchrome-r32502313.jpg,"79,700"
1007,Hyperchrome,RadoHyperchrome,https://cdn1.ethoswatches.com/pub/media/catalog/product/cache/55520dddd3cf2fe36aaa75a9ebd883d7/r/a/rado-hyperchrome-r32502103.jpg,"87,000"
1008,Centrix,RadoCentrix,https://cdn1.ethoswatches.com/pub/media/catalog/product/cache/55520dddd3cf2fe36aaa75a9ebd883d7/r/a/rado-centrix-r30001152.jpg,"1,55,700"
1009,Hyperchrome,RadoHyperchrome,https://cdn1.ethoswatches.com/pub/media/catalog/product/cache/55520dddd3cf2fe36aaa75a9ebd883d7/r/a/rado-hyperchrome-r32502153.jpg,"79,700"
1010,Hyperchrome,RadoHyperchrome,https://cdn1.ethoswatches.com/pub/media/catalog/product/cache/55520dddd3cf2fe36aaa75a9ebd883d7/r/a/rado-hyperchrome-r32502203.jpg,"79,700"
1011,Coupole,RadoCoupole,https://cdn1.ethoswatches.com/pub/media/catalog/product/cache/55520dddd3cf2fe36aaa75a9ebd883d7/r/a/rado-coupole-r22860715.jpg,"1,15,200"
1012,Hyperchrome,RadoHyperchrome,https://cdn1.ethoswatches.com/pub/media/catalog/product/cache/55520dddd3cf2fe36aaa75a9ebd883d7/r/a/rado-hyperchrome-r32028302.jpg,"2,02,800"
1013,Constellation,OmegaConstellation,https://cdn1.ethoswatches.com/pub/media/catalog/product/cache/55520dddd3cf2fe36aaa75a9ebd883d7/o/m/omega-constellation-123-10-38-21-02-004.jpg,N/A
1014,Seamaster,OmegaSeamaster,https://cdn1.ethoswatches.com/pub/media/catalog/product/cache/55520dddd3cf2fe36aaa75a9ebd883d7/o/m/omega-seamaster-220-12-40-20-06-001_2.jpg,N/A
1015,Classic,Emporio ArmaniClassic,https://cdn1.ethoswatches.com/pub/media/catalog/product/cache/55520dddd3cf2fe36aaa75a9ebd883d7/e/m/emporio-armani-classic-ar2463i.jpg,"11,795"
1016,Classic,Emporio ArmaniClassic,https://cdn1.ethoswatches.com/pub/media/catalog/product/cache/55520dddd3cf2fe36aaa75a9ebd883d7/e/m/emporio-armani-classic-ar2433i.jpg,"19,995"
1017,G Shock,CasioG Shock,https://cdn1.ethoswatches.com/pub/media/catalog/product/cache/55520dddd3cf2fe36aaa75a9ebd883d7/c/a/casio-g-shock-gst-s330ac-3adr.jpg,"14,995"
1018,G Shock,CasioG Shock,https://cdn1.ethoswatches.com/pub/media/catalog/product/cache/55520dddd3cf2fe36aaa75a9ebd883d7/c/a/casio-g-shock-gbd-800-4dr.jpg,"7,495"
1019,Edifice,CasioEdifice,https://cdn1.ethoswatches.com/pub/media/catalog/product/cache/55520dddd3cf2fe36aaa75a9ebd883d7/c/a/casio-edifice-ecb-800dc-1adr.jpg,"23,995"
1020,Culture,OrisCulture,https://cdn1.ethoswatches.com/pub/media/catalog/product/cache/55520dddd3cf2fe36aaa75a9ebd883d7/o/r/oris-culture-01-111-7700-4065-set-8-23-79.jpg,"4,71,100"
1021,Aviation,OrisAviation,https://cdn1.ethoswatches.com/pub/media/catalog/product/cache/55520dddd3cf2fe36aaa75a9ebd883d7/o/r/oris-aviation-01-114-7746-4063-set-8-22-19.jpg,"4,97,100"
1022,Diving,OrisDiving,https://cdn1.ethoswatches.com/pub/media/catalog/product/cache/55520dddd3cf2fe36aaa75a9ebd883d7/o/r/oris-diving-01-733-7720-4055-07-5-21-45.jpg,"1,67,900"
1023,Diving,OrisDiving,https://cdn1.ethoswatches.com/pub/media/catalog/product/cache/55520dddd3cf2fe36aaa75a9ebd883d7/o/r/oris-diving-01-752-7733-4135-07-8-24-05peb.jpg,"1,89,000"
1024,Aviation,OrisAviation,https://cdn1.ethoswatches.com/pub/media/catalog/product/cache/55520dddd3cf2fe36aaa75a9ebd883d7/o/r/oris-aviation-01-752-7698-4065-07-8-22-19.jpg,"1,61,600"
1025,Culture,OrisCulture,https://cdn1.ethoswatches.com/pub/media/catalog/product/cache/55520dddd3cf2fe36aaa75a9ebd883d7/o/r/oris-aviation-01-111-7700-4065-set-1-23-87fc.jpg,"4,71,100"
1026,Diving,OrisDiving,https://cdn1.ethoswatches.com/pub/media/catalog/product/cache/55520dddd3cf2fe36aaa75a9ebd883d7/o/r/oris-diving-01-733-7720-4054-07-8-21-18.jpg,"1,85,300"
1027,Aviation,OrisAviation,https://cdn1.ethoswatches.com/pub/media/catalog/product/cache/55520dddd3cf2fe36aaa75a9ebd883d7/o/r/oris-aviation-01-733-7705-4164-set-8-23-19_1.jpg,"3,29,400"
1028,Diving,OrisDiving,https://cdn1.ethoswatches.com/pub/media/catalog/product/cache/55520dddd3cf2fe36aaa75a9ebd883d7/o/r/oris-diving-01-752-7733-4135-07-5-24-10eb.jpg,"1,71,600"
1029,Classic,Claude BernardClassic,https://cdn1.ethoswatches.com/pub/media/catalog/product/cache/55520dddd3cf2fe36aaa75a9ebd883d7/c/l/claude-bernard-classic-63003-3m2-buin.jpg,"36,380"
1030,Classic,Claude BernardClassic,https://cdn1.ethoswatches.com/pub/media/catalog/product/cache/55520dddd3cf2fe36aaa75a9ebd883d7/c/l/claude-bernard-classic-63003-3m2-nin.jpg,"36,380"
1031,Classic,Claude BernardClassic,https://cdn1.ethoswatches.com/pub/media/catalog/product/cache/55520dddd3cf2fe36aaa75a9ebd883d7/c/l/claude-bernard-classic-10237-3-arn.jpg,"40,660"
1032,Classic,Claude BernardClassic,https://cdn1.ethoswatches.com/pub/media/catalog/product/cache/55520dddd3cf2fe36aaa75a9ebd883d7/c/l/claude-bernard-classic-53007-357rm-br.jpg,"23,540"
1033,Classic,Claude BernardClassic,https://cdn1.ethoswatches.com/pub/media/catalog/product/cache/55520dddd3cf2fe36aaa75a9ebd883d7/c/l/claude-bernard-classic-10237-37r-buir.jpg,"46,010"
1034,Classic,Claude BernardClassic,https://cdn1.ethoswatches.com/pub/media/catalog/product/cache/55520dddd3cf2fe36aaa75a9ebd883d7/c/l/claude-bernard-classic-64005-3m2-buin.jpg,"41,730"
1035,Slim Line,Claude BernardSlim Line,https://cdn1.ethoswatches.com/pub/media/catalog/product/cache/55520dddd3cf2fe36aaa75a9ebd883d7/c/l/claude-bernard-slim-line-20219-3-buin.jpg,"17,120"
1036,Classic,Claude BernardClassic,https://cdn1.ethoswatches.com/pub/media/catalog/product/cache/55520dddd3cf2fe36aaa75a9ebd883d7/c/l/claude-bernard-classic-10237-3-nin.jpg,"40,660"
1037,Flagship,LonginesFlagship,https://cdn1.ethoswatches.com/pub/media/catalog/product/cache/55520dddd3cf2fe36aaa75a9ebd883d7/l/o/longines-elegance-l4-974-4-92-6.jpg,"1,03,700"
1038,Grant,FossilGrant,https://cdn1.ethoswatches.com/pub/media/catalog/product/cache/55520dddd3cf2fe36aaa75a9ebd883d7/f/o/fossil-grant-fs4812ie.jpg,"7,995"
1039,Neutra,FossilNeutra,https://cdn1.ethoswatches.com/pub/media/catalog/product/cache/55520dddd3cf2fe36aaa75a9ebd883d7/f/o/fossil-neutra-fs5380i.jpg,"9,495"
1040,Nate,FossilNate,https://cdn1.ethoswatches.com/pub/media/catalog/product/cache/55520dddd3cf2fe36aaa75a9ebd883d7/f/o/fossil-nate-jr1401i_1.jpg,"11,295"
1041,The Commuter,FossilThe Commuter,https://cdn1.ethoswatches.com/pub/media/catalog/product/cache/55520dddd3cf2fe36aaa75a9ebd883d7/f/o/fossil-the-commuter-fs5403i.jpg,"9,995"
1042,Nate,FossilNate,https://cdn1.ethoswatches.com/pub/media/catalog/product/cache/55520dddd3cf2fe36aaa75a9ebd883d7/f/o/fossil-nate-jr1437i.jpg,"11,295"
1043,Hyperchrome,RadoHyperchrome,https://cdn1.ethoswatches.com/pub/media/catalog/product/cache/55520dddd3cf2fe36aaa75a9ebd883d7/r/a/rado-hyperchrome-r32249152.jpg,"4,99,900"
1044,De Ville,OmegaDe Ville,https://cdn1.ethoswatches.com/pub/media/catalog/product/cache/55520dddd3cf2fe36aaa75a9ebd883d7/o/m/omega-de-ville-424-13-40-20-02-006.jpg,N/A
1045,De Ville,OmegaDe Ville,https://cdn1.ethoswatches.com/pub/media/catalog/product/cache/55520dddd3cf2fe36aaa75a9ebd883d7/o/m/omega-de-ville-433-10-41-21-03-001.jpg,N/A
1046,De Ville,OmegaDe Ville,https://cdn1.ethoswatches.com/pub/media/catalog/product/cache/55520dddd3cf2fe36aaa75a9ebd883d7/o/m/omega-de-ville-424-13-40-21-02-004.jpg,N/A
1047,De Ville,OmegaDe Ville,https://cdn1.ethoswatches.com/pub/media/catalog/product/cache/55520dddd3cf2fe36aaa75a9ebd883d7/o/m/omega-de-ville-424-23-40-21-02-001.jpg,N/A
1048,Touch Collection,TissotTouch Collection,https://cdn1.ethoswatches.com/pub/media/catalog/product/cache/55520dddd3cf2fe36aaa75a9ebd883d7/t/i/tissot-touch-collection-t110-420-47-041-00.jpg,"70,500"
1049,T-Sport,TissotT-Sport,https://cdn1.ethoswatches.com/pub/media/catalog/product/cache/55520dddd3cf2fe36aaa75a9ebd883d7/t/i/tissot-t-sport-t120-407-11-031-00.jpg,"52,500"
1050,Sportivo,Emporio ArmaniSportivo,https://cdn1.ethoswatches.com/pub/media/catalog/product/cache/55520dddd3cf2fe36aaa75a9ebd883d7/e/m/emporio-armani-sportivo-ar6066i.jpg,"27,995"
1051,Renato,Emporio ArmaniRenato,https://cdn1.ethoswatches.com/pub/media/catalog/product/cache/55520dddd3cf2fe36aaa75a9ebd883d7/e/m/emporio-armani-renato-ar11137i.jpg,"18,495"
